"source","File","ROI","Frame","Intensity","Lifetime","Time"
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",50,604.29,3.01670837402344,735
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",50,516.01,3.13304748535156,735
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",50,560.71,3.06800689697266,735
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",50,131.07,2.97572326660156,735
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",51,372.68,2.92212219238281,750
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",51,603.89,3.00827331542969,750
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",51,515.07,3.13702545166016,750
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",51,561.89,3.06069946289062,750
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",51,131.93,3.00908355712891,750
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",52,371.97,2.93491516113281,765
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",52,601.81,3.01260528564453,765
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",52,512.72,3.13741302490234,765
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",52,558.64,3.06574859619141,765
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",52,130.69,3.00147399902344,765
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",53,374.47,2.93804931640625,780
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",53,603.4,3.00397796630859,780
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",53,514.6,3.12869873046875,780
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",53,562.34,3.05952453613281,780
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",53,130.77,2.99488830566406,780
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",54,372.61,2.92988891601563,795
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",54,601.54,3.01711883544922,795
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",54,511.49,3.13324737548828,795
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",54,558.93,3.05024566650391,795
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",54,129.33,2.97374572753906,795
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",55,375.21,2.94992370605469,810
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",55,604.74,3.01607055664062,810
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",55,513.91,3.12221069335938,810
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",55,561.78,3.06147003173828,810
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",55,129.86,2.9799560546875,810
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",56,373.75,2.92986602783203,825
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",56,603.14,3.009619140625,825
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",56,511.63,3.11282653808594,825
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",56,559.95,3.06141967773438,825
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",56,128.91,2.99442596435547,825
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",57,375.69,2.92118988037109,840
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",57,604.37,3.00096130371094,840
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",57,511.62,3.12221527099609,840
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",57,562.24,3.05912628173828,840
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",57,129.32,3.00311431884766,840
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",58,372.24,2.92538757324219,855
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",58,601.3,2.98810119628906,855
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",58,507.75,3.11620330810547,855
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",58,560.12,3.05386352539062,855
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",58,129.18,2.98804321289062,855
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",59,373.65,2.96146545410156,870
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",59,597,3.00128173828125,870
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",59,507.08,3.10893859863281,870
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",59,560.95,3.06080474853516,870
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",59,130.32,2.99091796875,870
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",60,374.29,2.91804656982422,885
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",60,599.33,2.98762664794922,885
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",60,506.32,3.10303344726563,885
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",60,560.84,3.05957794189453,885
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",60,130.06,2.96724853515625,885
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",61,373.79,2.93038787841797,900
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",61,596.6,2.99606628417969,900
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",61,505.22,3.11912841796875,900
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",61,562.28,3.05787048339844,900
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",61,129.88,2.98325042724609,900
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",62,375.91,2.93009338378906,915
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",62,600.21,2.98203582763672,915
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",62,507.27,3.08956756591797,915
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",62,565.9,3.04276580810547,915
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",62,130.64,2.98019409179688,915
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",63,372.14,2.93435974121094,930
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",63,596.21,2.99222259521484,930
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",63,502.64,3.09797210693359,930
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",63,561.82,3.06708221435547,930
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",63,130,2.97328338623047,930
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",64,375.18,2.91510009765625,945
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",64,596.51,2.98971252441406,945
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",64,504.2,3.10061950683594,945
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",64,563.23,3.06240539550781,945
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",64,130.38,2.98270721435547,945
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",65,372.27,2.923681640625,960
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",65,592.82,3.00257873535156,960
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",65,499.56,3.09444732666016,960
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",65,559.71,3.04836730957031,960
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",65,130.28,2.96544036865234,960
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",66,373.81,2.93310394287109,975
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",66,593.06,2.99471282958984,975
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",66,500.51,3.09109649658203,975
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",66,562.16,3.05479125976563,975
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",66,130.87,2.99527130126953,975
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",67,372.88,2.92754669189453,990
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",67,591.13,3.00314483642578,990
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",67,498.89,3.09790191650391,990
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",67,559.63,3.04773712158203,990
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",67,130.03,3.01379089355469,990
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",68,374.14,2.93370819091797,1005
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",68,592.58,2.99931640625,1005
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",68,500.41,3.09601593017578,1005
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",68,562.01,3.05113067626953,1005
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",68,130.16,3.00363159179688,1005
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",69,374.12,2.92859191894531,1020
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",69,590.96,2.99100341796875,1020
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",69,499.31,3.08216857910156,1020
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",69,562.39,3.03790283203125,1020
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",69,129.36,2.99632110595703,1020
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0196-0110",70,375.08,2.90878143310547,1035
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0180-0183",70,591.51,2.98842620849609,1035
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0208-0262",70,501.52,3.09353942871094,1035
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0235-0362",70,562.98,3.04346313476562,1035
"output_ImageJ/Results-02.csv","Thingl-series-02.tif","0001-0326-0449",70,130.24,2.96685485839844,1035
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",1,820.64,3.5265869140625,0
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",1,639.07,3.50068664550781,0
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",1,642.67,3.48354034423828,0
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",1,357.39,3.50129089355469,0
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",2,823.83,3.51979370117188,15
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",2,640.07,3.49506225585938,15
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",2,645.42,3.484814453125,15
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",2,359.92,3.50243225097656,15
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",3,818.82,3.50867919921875,30
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",3,637.13,3.48980560302734,30
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",3,641.39,3.48166198730469,30
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",3,355.38,3.50998229980469,30
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",4,822.2,3.50719909667969,45
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",4,643.05,3.49366455078125,45
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",4,646.76,3.49804534912109,45
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",4,359.55,3.51104431152344,45
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",5,826.39,3.50634307861328,60
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",5,645.23,3.49982452392578,60
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",5,651.38,3.49054565429687,60
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",5,363.7,3.50792388916016,60
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",6,828.33,3.51669006347656,75
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",6,649.08,3.50036163330078,75
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",6,652.78,3.49854431152344,75
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",6,365.08,3.54113922119141,75
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",7,774.06,3.41327056884766,90
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",7,601.18,3.41149444580078,90
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",7,597.79,3.39914703369141,90
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",7,310.87,3.3951904296875,90
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",8,729.23,3.31440277099609,105
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",8,576.21,3.35604248046875,105
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",8,570.67,3.34649658203125,105
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",8,291.62,3.29553375244141,105
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",9,715.64,3.24295959472656,120
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",9,570.12,3.30506896972656,120
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",9,565.63,3.29729614257813,120
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",9,286.74,3.23213958740234,120
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",10,698.79,3.19089813232422,135
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",10,560.29,3.27494354248047,135
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",10,558.06,3.25772399902344,135
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",10,282.57,3.18437347412109,135
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",11,695.23,3.15537872314453,150
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",11,559.82,3.23882751464844,150
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",11,559.72,3.21981811523438,150
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",11,286.44,3.14353942871094,150
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",12,685.68,3.12174530029297,165
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",12,554.68,3.22095031738281,165
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",12,552.73,3.19600372314453,165
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",12,283.76,3.11661224365234,165
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",13,680.21,3.10904388427734,180
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",13,549.77,3.18851776123047,180
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",13,547.91,3.172705078125,180
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",13,281.89,3.10408477783203,180
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",14,671.25,3.09023284912109,195
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",14,544.09,3.18741760253906,195
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",14,541.01,3.15656433105469,195
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",14,278.9,3.07787475585938,195
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",15,667.83,3.08365173339844,210
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",15,541.8,3.17152099609375,210
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",15,537.85,3.13635406494141,210
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",15,277.95,3.06845245361328,210
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",16,662.34,3.07421722412109,225
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",16,537.23,3.16295623779297,225
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",16,532.55,3.13717803955078,225
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",16,276.02,3.0490966796875,225
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",17,658.25,3.08134918212891,240
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",17,537.42,3.14837951660156,240
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",17,532.43,3.12826232910156,240
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",17,276.05,3.05625457763672,240
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",18,658.78,3.05926971435547,255
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",18,536.41,3.14570770263672,255
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",18,530.36,3.10078125,255
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",18,275.7,3.036181640625,255
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",19,654.48,3.05627593994141,270
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",19,536.09,3.13800201416016,270
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",19,530.28,3.10381317138672,270
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",19,276.12,3.03410949707031,270
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",20,653.86,3.05268859863281,285
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",20,536.28,3.13946838378906,285
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",20,530.6,3.10762634277344,285
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",20,275.93,3.02736206054687,285
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",21,648.58,3.03897399902344,300
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",21,534.07,3.12035064697266,300
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",21,525.97,3.09888153076172,300
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",21,274.23,3.01693115234375,300
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",22,649.92,3.04341430664063,315
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",22,535.59,3.12727508544922,315
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",22,527.06,3.09143981933594,315
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",22,275.08,3.02335357666016,315
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",23,647.11,3.038427734375,330
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",23,533.81,3.13423309326172,330
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",23,527.47,3.10172271728516,330
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",23,276.48,2.99808044433594,330
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",24,648.81,3.05135498046875,345
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",24,536.34,3.11795806884766,345
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",24,528.52,3.07678985595703,345
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",24,277.32,3.00639343261719,345
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",25,644.77,3.0455322265625,360
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",25,532.74,3.12547302246094,360
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",25,523.21,3.08240051269531,360
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",25,274.94,3.00982971191406,360
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",26,646.68,3.03579254150391,375
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",26,534.91,3.11328887939453,375
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",26,525.36,3.08552398681641,375
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",26,276.83,3.01531524658203,375
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",27,642.51,3.03430328369141,390
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",27,532.91,3.10536346435547,390
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",27,520.43,3.091455078125,390
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",27,272.75,3.002197265625,390
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",28,644.12,3.03060302734375,405
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",28,533.53,3.10159912109375,405
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",28,522.78,3.07621765136719,405
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",28,275.36,2.99179534912109,405
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",29,642.28,3.03116912841797,420
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",29,531.18,3.10617370605469,420
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",29,518.49,3.07469787597656,420
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",29,273.97,2.97722930908203,420
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",30,639.98,3.03165283203125,435
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",30,532.25,3.09898681640625,435
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",30,520.11,3.05795745849609,435
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",30,274.38,2.99647064208984,435
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",31,642.85,3.04128570556641,450
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",31,530.93,3.10564727783203,450
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",31,517.65,3.07445526123047,450
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",31,272.67,2.99849395751953,450
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",32,639.26,3.04531707763672,465
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",32,530.08,3.103173828125,465
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",32,515.43,3.06742248535156,465
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",32,272.75,2.99014434814453,465
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",33,643.12,3.04286041259766,480
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",33,533.91,3.10445098876953,480
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",33,520.01,3.08474731445312,480
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",33,275.47,2.99612579345703,480
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",34,640.93,3.04407958984375,495
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",34,531.67,3.09514007568359,495
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",34,518.11,3.06510314941406,495
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",34,276.45,2.98255462646484,495
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",35,643.01,3.03210754394531,510
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",35,532.58,3.09658813476562,510
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",35,519.37,3.06756286621094,510
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",35,274.31,2.9845703125,510
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",36,639.22,3.03999938964844,525
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",36,530.61,3.08955535888672,525
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",36,516.28,3.06692352294922,525
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",36,274.26,3.00811462402344,525
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",37,641.48,3.03791961669922,540
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",37,532.64,3.08879241943359,540
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",37,517.91,3.05715942382812,540
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",37,275.43,2.97774810791016,540
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",38,640.02,3.04303283691406,555
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",38,530.27,3.0999267578125,555
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0250-0231",38,515.52,3.06963806152344,555
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0298-0345",38,274.45,2.9833740234375,555
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0097-0197",39,642.57,3.04306488037109,570
"output_ImageJ/Results-03.csv","Thingl-series-03.tif","0001-0214-0245",39,533.42,3.08412017822266,570
